,star,reviews
2451,3,"If you really want a fast charging phone, this one is not for you. Fast charging phones are Vooc based and above 20W. Oppo A53 (128G) is taking around 3hrs to fully charge. Rest all features are okayish in all brands today like Mi, Oppo, Realme. I bought a Moto one action last year (128G) and cheaper than this but trust me Moto is better compare to this Oppo A53 in terms of app responsiveness and AI."
2452,5,"Very nice 👍👍👍
Or Phone looking is Best"
2453,4,Nice phone
2454,5,Best product
2455,5,Best value best phone 🤳
2456,5,Nice
2457,5,Overall phone is good...
2458,5,Nice mobile.. 👌
2459,5,it is nice product from flipcart.super and fast delivery.i am enjoying the smart phone.the delivery boy was very calm and talked politely to me.
2460,5,Nice phone with affordable price. Battery very powerful. Charges quick. If someone looking for an affordable mobile with loaded features this is the one. Oppo all the way.
2461,3,"If you really want a fast charging phone, this one is not for you. Fast charging phones are Vooc based and above 20W. Oppo A53 (128G) is taking around 3hrs to fully charge. Rest all features are okayish in all brands today like Mi, Oppo, Realme. I bought a Moto one action last year (128G) and cheaper than this but trust me Moto is better compare to this Oppo A53 in terms of app responsiveness and AI."
2462,5,"Very nice 👍👍👍
Or Phone looking is Best"
2463,4,Nice phone
2464,5,Best product
2465,5,Best value best phone 🤳
2466,5,Nice
2467,5,Overall phone is good...
2468,5,Nice mobile.. 👌
2469,4,Good product at low budget but I feel that the camera is dull nd Rotation off button is not work properly After in this price it is a good product
2470,4,Youtbe video 360 good and Readind mode ppi 270 Good but poco m2 good display v poco c3 good performance All software available good work poco.
2471,5,"Amazing phone with a fabulous camera,wonderful performance,good display and the sound is very clear.Loved the phone a lot.......Worth Money! Love it Just loved it.."
2472,4,"Cons:-
1. Need of Improvement in camera
2. No fingerprint scanner
3. No fast charger to charge 5000 mAh battery
4. No plastic case for mobile safety
Pros:-
1. Big and well day light visible display.
2. Good battery life.
3. Sound of both speaker is really good.
4. Ads free experience"
2473,5,"Good mobile on this price range 4 gb ram and 64 gb internal memory with big display 6.5"" inch . I love this mobile and thank flipkart"
2474,4,"It is nice phone ❤️thanku flipkart for fast delivery ....its camera is not satisfied much but in this price segment it is good phone with nice processor❤❤
Camera:- 2/ 5
Processor :- 5/5
Gaming performance:-4/5
Large screen and hd plus :- 5/5
Smooth performance:- good
Thanku flipkart for this awosome product and i is good."
2475,5,I buy is phone for my worker. He is very happy to see this lovely phone. I loved it...
2476,5,"I got this phone before 2 mnths...... Only can say it's the most cheapest best phn in the market..... If u like take small mount range phones this will be the ultimate.....
THANKING YOU POCO AND FLIPKART for this wonderful handset"
2477,4,Best affordable mobile for daily simple usage. Looks good and large display. Battery back up is great. Performance also best in this price range.
2478,5,Last month I had purchased 3gb 32gb roam varient for my Father which is very good in performance so for my friend who was looking for a decent mobile with affordable range this varient of 4gb ram N 64gb roam will be ideal...so Cheers
2479,4,"It is a good budget oriented smartphone.Here the camera is not upto the mark.Specially in night it camera sample is very bad.Gaming is good.But I will suggest you to not to play high end games.Display is vibrant.Charging time is very lengthy although company provide 18w charger in box, battery backup is very impressive.It is running on the android 11 straight out of box and if you buy 64 gb varant then u get 42.7 gb free space.Verdict- if you have a tight budget and u want a good processor th..."
2480,5,Good phone and affordable but in zooming in 10x the picture is too hazzi but video quality is best and it is a heavy phone. But thank you flipkart😀😎
2481,5,I like it very much good performance good camera all the above very good
2482,5,"I love realme💛😻 nd also Realme C25 was one of budget segment mobile, Good performance for usage, battery performance also Nice...
Aft a long time delay☹️ I'll get a Mobile, Anyway thanks nd love you Flipkart ❤️"
2483,5,"Good battery back up and super mobile in budget
Buy this mobile for good battery and 📱 is super fast..."
2484,5,"Awesome product Value for money but the family quality is not good 🙂 it's performance for gaming is also Awesome 😎😎 and it's processer Is also
Awesome battery is too awesome I love realms and flipkart product I just loved this product"
2485,5,Camera is good enough not best. Battery is super it last for 3days for normal use. Performance is also good. Overall very good phone.
2486,5,Good
2487,5,Nice product battery 2 days and camera is very good
2488,5,Good
2489,5,Batery is good .display is good charging takes 2 hours time camera photos come good but camera videos are not so good except camera video quality all are good I buy this phone for my dad
2490,5,"I ordered this mobile for my husband ,he liked a lot it's a very nice moddle look vise also it's too good , battery back up is good and camera quality is too good thank u Flipkart for delivery on time ."
2491,4,Great phone I love redami phone nice super product
2492,5,"Thank you so much I'm really excited with this gadget fast charging nice display ,good quality of camera super wide camera captures, once again thank you filpkart"
2493,5,"Good FHD Screen 6.53,, Good 48 Quad wide micro depth Camera and selfie 13mp, Best Gaming Chipset G85 ,,good battery 5020 & fast Charger 22.5,, REDMI NOTE 9 📸💯👍❣😍😍"
2494,5,"REDMI note 9 really valuable products by Xiaomi.
A very Strong Hardware
Very good battery performance.
I have many phones by different brands.but REDMI is really a strong hardware .
I think the name is Enough REDMI."
2495,5,Awesome I liked the time delievery delivered on tine and the quality of the phone is very good and camera is also good. Must by!!!!
2496,5,Very terific and excellent mobile ..I like it and it's processor is very good battery performance and screen display is absolutely very terific and great.i am using it and I am lucky to use as such a good product ..value of money for this cell phone is great not as very high and not as very low it's perfect ..you should but it..it's very good and perfect for you all who like to buy under 10000 buy it ..Redmi note 9
2497,5,Very good mobile . Display is good . Camera is nice . The photos were very good . Performance is wonderful ♥️♥️♥️♥️
2498,3,"Not ready give review up right now. now only get phone but quiet gud and budget value phone for use.
1. Camera is quite gud
2. Display too lovely
3. Budget value for money"
2499,4,"Good mobile poco m3
Pros:
Fullhd display,
smooth tocuh response,
6000mah battery,
avarage weight,
back disign amazing,
no heatting issue,
decent back camera
Excellent sound quality it's very clear
Cons:
front camara not take a clear picture,
Charging time to long .50% charging time 1 hour 35 minutes.
Ovarall the price segment this mobile good"
2500,5,Good phone battery🔋 And camera This price point good phone 🟡 color is so cool😁😁😁 I will get fast sale thank you flipkart
2501,5,"One word review "" Value for Money""
It has the potential to be a nice casual daily driver
Speakers are loud...like seriously loud.
Screen size is good
Though being a LCD screen it produces decent colours. For the price at which it comes that more than enough.
Camera is neither the best nor the worst, it's quite good for this price point.
6000 mA battery 🔋👍🏻
Though it comes with a lot of bloatware but you can just uninstall most of them (excluding system apps)
Finally the Verdict is that it'..."
2502,5,"Great Phone at this Price point. Superb cool Design.. Good battery, display and overall performance is superb..Back camera good...Front Camera is average."
2503,4,"Sound quality super 3 type sound but camera selfie camera is not good &Back camera is normally or value of money
Totally side & angel to seen to parfect"
2504,4,"1. Phone is perfect but Camera it's not good.
2. In this price we get many best feature but Charging is bit slow.
3. For low budget it is the perfect mobile phone."
2505,5,"Mobile is good... I bought the yellow one... Front and rear cameras are good too... But the con is pics aren't tht clear when we zoom in a lot...the picture quality is too good for short range pics as you can see... The first one or the buildings one is taken with max zoom... No heating issues with battery or while charging.... I use it for browsing, listening songs, to read books texting and calling... So on a single charge I can use it for two days... With apporx 18hrs of usage of above act..."
2506,5,"Thank You Poco for manufacturing this Phone... Iam totally satisfied with the product keeping in mind the price of the phone...
I think at this price segment it's the best choice .....
Impressed by the build quality.
Portrait mode works absolutely fine..

And a special thanks to flipkart team for delivering this in less than 24 hours..."
2507,4,"This phone is pretty decent
Battery backup and display quality is very good at this price range
Speacker sound quality is also good
Performance is pretty fast .
But only low and balance and high frame rate support on pubg.
Camera quality is good."
2508,4,"I received my Poco M3 today (delivered by Ekart in 2 days). These are my first impressions.

Design and build: Fits well in hand and it's side mounted finger print scanners ls also placed in an optimal location. A simple plastic back with curved edges. Feels little heavy.

Display: Looks stunning with great colours and balanced and adaptive brightness. It's Full HD+ display is Ideal for watching videos. 60Hz refresh rate is good considering the budget but as I shifted from high end one plu..."
2509,4,"Pros:
1. All of above, a big 120Hz display with HDR 10 support & true colors (at this price)
2. One & half days battery life at moderate use
3. Latest processor
4. Decent camera spec. w/ RAW (.dng) support both back cameras
5. Near stock UI w/o ads
6. Inbuild a Hardware+Software based security system / ThinkShield Mobile
7. Speaker is louder
8. Finger print reader is fast as usual
9. W/ mighty headphone jack
10. All-over build quality is good enough, still you need a case & screen protector..."
2510,5,"1) Its the Best Android UI❣️
2) Battery 🔋 at normal Usage, we will get bout 2.5 days easily and with game we will get nearly 6.5 hrs.
3) Camera is great,📸 but still need some fixes, I had 💯% hope , moto will fix that with an update

I m Missing some gesture like DOUBLE TAP TO WAKE or Lock,😅
.
.
Overall the Great phone with worthy price ❣️"
2511,5,"Best valu for money 💸 phone , after 3 day uses not lag found👍 .All thing okk ,in my opinion best budget phone with best software experience this segment 😍 . Camera also very good , weight 220g but seriously you not feel in hand that's good weight distribution 🥰.Finally thanks to flipkart and also deliver boy .# Motorola love♥️ #flipkart"
2512,3,"The Phone is very huge. The screen is tall and the photo is fat as Old noika 3300. The phone is not slim at all. And if you dont like long and big screen phone do not buy it. Built Quality looks average. Looks wise its good but again sucha fat phone looks like a power bank in hand

Good Points phone is smooth in operation
Works good
Camera is average
The phone cover is not protecting the rear camera"
2513,5,Very beautiful phone impressive battery 6000 mah good display type c port this product is worth buying go for it 😀
2514,5,"I have used it for a day, so here are my first impressions:

1. The screen is of good quality, even though its not amoled, the colours are good. so there are no compromises in terms of display.
2. In my brief usage, the battery is good enough.
3. Cameras are good for this price.
4. Stock android, one of the major reasons for buying it. Also the moto app is good enough for customization.
5. Speakers are loud enough.

6. Weight distribution is done really well but my fingers started to pain aft..."
2515,5,"good phone in this price camera needs improvement
battery is good
display is also good
performance is good but app opening takes long time due to animation need to be fixed"
2516,5,"I am very happy thank u Moto
Performance is very good
Camera is Good
Stock experience no blotware
You should buy this mobile in this price range is good"
2517,5,"The best feature about this phone is the stock android experience. But apart from that the screen is good too, sound is loud (given that is only has mono speakers) and performance is overall great. A great value for money option in my opinion. Loved the purchase."
2518,4,"Bought this mobile for my mother. Below are pros and cons:
Pros
1. Great Battery Life - For an average user like my mother, battery lasts easily for more than 2 days upon full charge.
2. Clean System UI - Close to pure android experience with minimal bloatware.
3. Reasonably Good Display.
4. Good Audio Quality.
5. Handy Gestures.

Cons
1. Camera quality is bad.
2. Length of the mobile could be a little lesser, cannot be used with a single hand.
3. It would have been great if Motorola included..."
2519,4,"Bought in first sale with exciting 😀 got the phone on 12th april
Finally this mobile is super phone..! Let me tell you pro's & cons

Pros :
SD 860 PROCESSOR PERFORMING LIKE BEAST
SUPER GAMING EXPERIENCE
NO HEATING ISSUES WHILE PLAYING GAME
GOOD BATTERY BACKUP
CAMERA IS DESCENT IN THIS PRICEPRICE (samples posted)
120 HZ REFRESH RATE IS AWSOME EXPERIENCE
STEREO SPEAKERS IS LOUD 🔊
EVERYTHING LOOKS GOOD

CONS :

DISPLAY IS GOOD BUT NOT VISIBLE IN DIRECT SUN LIGHT
BUILD QUALITY IS AVERAGE B..."
2520,5,"If you are looking for a performance based phone, then go for it. Nice Performance and very smooth display. Little heating occurs at camera side while playing games and no other issues.Overall it's an outstanding phone in this price range. Thanks Flipkart for the fastest delivery."
2521,1,"People who are looking for gaming phone with great performance and smooth running this is the phone for you, but if you are looking for stunning display, camera then this is not a good option though....no lag in phone absolutely smooth and heads up it's heavy also !...........Review after using it for an week nw, touch isn't good sometimes and it's not responsive"
2522,5,"This is my detailed review of the Poco X3 Pro(8+128) after 10 days of usage

This phone is unbelievable and amazing at its price range!
Pros:

Performance: With the Snapdragon 860 Chipset, it's an amazing phone to have especially for gaming, with the high speed and RAM daily usage is amazingly smooth and fast and very comfortable to use.

Multitasking: this phone is very good at multitasking multiple apps, I've been using it and was very usefull when shifting to different apps especially du..."
2523,4,"Honest Review:

I have been using this device for almost a month now. Here are things I want to share with you

Pros:
->Superb Performance, 860 or I must say an over-clocked version of 855+ (855+ was released 2 years from now,
Marketing strategy: OP)
->120 Hz display makes it super smooth
->Speakers are loud, good for gamers stereo speakers are present.
->Battery Backup is good
->Liquid cooling is decent.

Cons:
->Frames drop is rare but it happens.
->If someone is saying that this phone d..."
2524,5,"I am a professional mobile competitive player , didn't expected this phone so be so damn good, I mean you can run 5 apps on the background and play your games on highest graphics while recording without a single second of lag, the camera is not the best but i would say average, the display is bright enough with crish contrasting colour for day to day use - special Enhancement are also available for gamers like increase response time - increase touch sensitivity - change screen color saturatio..."
2525,5,"After satisfactory reviews, I made my decision to buy this device.

As this phone is game centric, but doesn't mean one should play games only. Generic user can use that power to finish daily tasks quicker + 800 series survive longer than mid segment SoC's due to premium cores and materials used. Cameras are good not that bad but don't expect much. Attached some pictures before complete switch.

I have switched from Poco F1 to X3 Pro. So, similar balance with good upgrades.

Overall a good ch..."
2526,4,Phone is great but in high volume back panel shakes very bad...... And the camera should have been better like poco f1.... But it gives a flagship performance in this price range... Good job poco 👍
2527,5,"💠 Very Good Phone....

💠 One Of The Best After Poco F1....

💠 Good Experience With This Phone Still Now From Each Angle....

💠 Thanks To Poco Team For Making This Type Owesome Beast like Handset....

❤️"
2528,5,Excellent💯 powerful and olso beautiful pubg smooth play for 60 fps and camara quality was very very good battery was lond life disain Beautiful😍✨❤
2529,5,"The phone is no doubt best in this budget if you want to experience pure stock android . Earlier I was thinking to buy poco / Xiaomi smartphone (at the time of purchase I was using redmi 4 ) but then somewhere in my heart I wanted to get out of that buggy bloated MIUI with so many ads (as a Xiaomi user myself ) . I have used Motorola smartphones before I got redmi 4 , so I thought to again buy a Motorola smartphone and I'm happy to say that it was the best choice.

I don't regret my decision ..."
2530,5,"Let me be quick in writing all the goods and bads I felt about this cell phone.
Sound is very good, quiet loud, the speakers are of very decent quality.
Display is fine.
Rear Camera is good, produces decent pictures in daylight but there is some softness in the low light mode. Front camera also performs good in daylight mode....but in low light, it struggles to produce a decent picture. Camera AI is not up to the mark. It needs some upgradation.
The cell phone feels a bit heavy to me.
No bl..."
2531,4,"I got the phone on 18th of March and delivery is quiet decent
Coming towards phone review

1. Battery is long lasting and for normal users it lasts long upto 2 days without charge but if you are heavy user like me then you can get disappointed.
2. Camera rear and front both not really upto specially front camera so I''m disappointed but rear one is still good clicks decent pictures.
3. Processor is also quiet powerful as I am game lover and played free fire it's very smooth going and handle..."
2532,4,"Should have to change outlook design and color.
Look wise, large width,
Performance wise, worth for money,
Budget mobile,
I bought this mobile for my friend, my friend won't like this mobile,
But I really loved everything in this mobile."
2533,1,"WORST PHONE EVER. SCREEN IS NOT CLEAR, CAMERA IS WEAK DOESN'T CLICK GOOD PICTURES AND PIXELATE.
CONS-
1. SCREEN IS VERY BAD. IT DOESN'T SHOW CLEAR IMAGE. NOT VIEWABLE IN DAY LIGHT.
2. WHILE PLAYING AUDEO COLOURS ARE PALE AND FADED. LOOKS LIKE A CHEAP MOBILE SCREEN.
3. REAR CAMERA IS NOT GOOD. DOESN'T TAKE GOOD PICTURES. LOOKS LIKE 5 MEGAPIXEL.
4. Front camera is even worse.
5. Bulky and heavy.
6. My money got wasted. They don't return mobile and refund back money.
7. When we can't see thi..."
2534,5,"It's a very good smartphone in this budget trust me... it is giving futuristic features... design wise & 4 gb 64 gb , processor speed is decent , perhaps battery is powerful , rear camera 48 mp ...what you need more than this .....value for money u can proceed ....thank you..!!"
2535,4,"Reliable processor, very good battery backup, & overall good device for a normal user,, not performance oriented.. & need some improvement in camera software.. cheers to the clean stock android.👍👍"
2536,5,"Phone performance is good.
Battery 6000mah is nice. Normal use two days back up. Online use 1day back up.
full charge to take 3 hours.phone is heating when charging time.
Android 11parformence is nice.automattic dark mode custom settings is nice.
SIM slot sim 1 and sim 2 or sd card.single slot.
Cameras are ok. Back 8mp front 5mp.
Speakers are good performance.
It's have three battens. Power,volume, google assistant.
Rear finger print is nice.
Nice build quality.
Overall nice product . stron..."
2537,5,"This phone has good battery life and camera is good but rear camera is awesome..
Performance is better for ping and free fire.."
2538,3,"Dont go by the specs of this mobile or else u will feel under satisfied. Let me mention the pros & cons seperately:

Cons:
1. Very bad camera image quality wont at all feel like 48mp camera, even selfie camera image is poor.

2. Display is of poor quality. Brightness levels in outdoor conditions not upto the mark.

3. Processor is very old, only able to manage light daily activities, not at all for gaming or heavy tasks.

4. Very bulky & thick mobile , will feel like mobile of 2015 or so in t..."
2539,4,Nice product delivery let thank you for Flipkart
2540,5,Nice 🙂
2541,5,Very nice redmi 9
2542,4,Super
2543,5,"Worth for money..

Affordable price for mobile."
2544,5,Nice
2545,5,Very very attractive Mobile .
2546,5,Nice product
2547,5,A good product...
2548,3,Very poor camera battery is nice
2549,2,"Not satisfied with product totally waste of money basically the performance it's not good it doesn't perform well in gaming as well as in battery too
Most probably it doesn't have an option of slow-mo also....The collaboration with Google system in dail log as well as in message is totally disgusting..Older oppo mobiles comes with better performance which I've been using since 2018...Don't buy this product really...you will get better mobiles of another brand in this Price range seriously."
2550,2,"Pros
* Descent camera performance.
* Good battery 🔋 backup.
* No heating issue.

Cons
* lagging alot.
* Ram management was poor.
* Worst multitasking experience."
2551,5,"Best phone in the segment..
Superb sound..... stereo speakers
Superb camera modes.....pro....
Decent battery backup..."
2552,5,Very satisfied in this price range is bought it for my GF
2553,5,Best value in price
2554,5,Feel good
2555,4,Awsm products
2556,5,Very nice
2557,4,Battery backup osm
2558,5,Very good performance an very nyc bettery backup
2559,4,"⚙️ Positives ⚙️
✔ Camera is good even at indoor light..
✔ Display is HD+ not FullHD but not bad.
✔ Battery(6000mah) lasts 2 days if you use normally.
✔ Strong back cover/case is provided.
✔ Charging time almost 2.5-hrs for 0% to 100%..
✔ Big screen, almost 6.8 inch..
✔ Sound is good but can be better..
✔ Screen-protector is provided in box.
✔ Light weight.

⚙️Negatives⚙️
✖ 2GB RAM.
✖ Night photography is not good, have noises.
✖ No ""Auto call Recording"", there is google dialer.
✖ Packing ..."
2560,5,The mobile is very good in low budget. But It would have been better if the RAM was 3GB.I really liked this mobile. But you like it.You can buy it once.
2561,5,"Nice phone its battery is osm, but camera is quite low in camera when you will click photo in day tym tha tym camera is best but in low loght it is quite bad..but allover I love this phone,in this phone we can play smooth PUBG and pubg play very faster, its ts built quality and performance is best i am happy with this product."
2562,5,"Phone is better 9/10
Camera is not good 3/10
Battery backup is good 9/10
Display is good 7/10
Network is awesome7/10"
2563,5,"This phone is wonderful phone
I am so impressive and this phone
Battery 🔋 bacapup is so power full nice phone 📱"
2564,5,Infinix smart 5 very nice mobile hot sexy beautiful
2565,5,"The battery backup is so good than other devices the gaming experience of free fire is also good,I was so happy by infinix to create a such product in low cost and thanks to Flipkart also for providing this smartphone in perticular price."
2566,5,What a smart phone really impressive in that price range i am too much happy by that product all specifications a really good at this prize range all things good but 1 things i didn't like but it's ok that the system of speaker i didn't like for media there have different speaker other wise it a great choice
2567,5,"Pros
1. Big display
2. Big battery
3. Although it has 2GB RAM, works smoothly.
4. TPU case and screen protector are provided in the box.
5. Finger print scanner in this price range.

Cons
1. Camera quality is very low, 13 MP camera does not capture good photos in this phone.
2. Screen protector is not applied by the company, you have to apply that. I faced some difficulties finding out the smooth surface of the screen protector."
2568,3,The camera quality is so bad . Even in good light it can't capture a good picture. The battery backup is good. I liked it overall but it would be a good phone in 7k range if they had made its camera a bit better.
2569,5,Really awesome phone. It is just like Chotta packet bda dhamaka. I really like it especially it's performance and full HD+ display. I really like it
2570,5,"Mind-blowing purchase

I'm very happy redmi 9 prime very best smartphone and velue for money.
Delivery man behaviour very good man
And flipkart service very good and flipkart family happy family"
2571,5,"I've been using this phone for about 2 months... It's really great but it still needs a little bit improvement in camera, and display...And the battery performance is unbeatable... Front camera is great... And I'm not sure if this fault is only in my phone but WiFi is not connecting properly... Most of the time, WiFi lacks in my phone...
I bought this phone for online classes, and it works well...

FYI: If you need a phone for daily use with awesome battery, then you can go with this...
Th..."
2572,5,"On this budget it is worthy to buy this phone. I have received this phone 3 days back. Too early to give detailed analysis but, so far, I am satisfied. My previous Redmi 7A was also excellent and being a Xiaomi product I am confident that this will prove the same way."
2573,5,"Very nice phone, performance is excellent,, I see the phone i am quite because it's very good product and good delivery I love this❤❤❤"
2574,4,To give a proper review I used the product for almost a week now. The Camera and its features are good but can't be compared with high resolution Camera phone. The speed of its processor is satisfying. The screen resolution is okay. The best thing is the screen width. Very big screen which is good and useful in many ways. Overall I am quite satisfied. I would recommend it as a low budget phone in this market.
2575,5,"Very nice mobile phone
Value of money best camera
And best sound nice 🙂 nice
❤️💛❤️💛❤️💛❤️💛💛💛."
2576,5,"Superbly great product in this price range. Camera is quite good, not great but good, compensated by great gaming experience... If you are a gamer with low budget, this phone is for you... Smooth, fast, clasic and attractive. Loved it❤"
2577,2,"This phone is not like mi phones. Build quality is very low. I am used xiaomi 3s prime, note 4, note 5 pro. But build quality of this phone is not like mi phone. All rear camera is not set in center. Camera flash is not good. Display and tuch is also not good. This phone is like a local phone."
2578,5,Nice phone at this price with good back camera but front camera need sone improvement otherwise performance is very good
2579,4,"⚙️ Positives ⚙️
✔ Camera is good even at indoor light..
✔ Display is HD+ not FullHD but not bad.
✔ Battery(6000mah) lasts 2 days if you use normally.
✔ Strong back cover/case is provided.
✔ Charging time almost 2.5-hrs for 0% to 100%..
✔ Big screen, almost 6.8 inch..
✔ Sound is good but can be better..
✔ Screen-protector is provided in box.
✔ Light weight.

⚙️Negatives⚙️
✖ 2GB RAM.
✖ Night photography is not good, have noises.
✖ No ""Auto call Recording"", there is google dialer.
✖ Packing ..."
2580,5,The mobile is very good in low budget. But It would have been better if the RAM was 3GB.I really liked this mobile. But you like it.You can buy it once.
2581,5,"Nice phone its battery is osm, but camera is quite low in camera when you will click photo in day tym tha tym camera is best but in low loght it is quite bad..but allover I love this phone,in this phone we can play smooth PUBG and pubg play very faster, its ts built quality and performance is best i am happy with this product."
2582,5,"Phone is better 9/10
Camera is not good 3/10
Battery backup is good 9/10
Display is good 7/10
Network is awesome7/10"
2583,5,"This phone is wonderful phone
I am so impressive and this phone
Battery 🔋 bacapup is so power full nice phone 📱"
2584,5,Infinix smart 5 very nice mobile hot sexy beautiful
2585,5,"The battery backup is so good than other devices the gaming experience of free fire is also good,I was so happy by infinix to create a such product in low cost and thanks to Flipkart also for providing this smartphone in perticular price."
2586,5,What a smart phone really impressive in that price range i am too much happy by that product all specifications a really good at this prize range all things good but 1 things i didn't like but it's ok that the system of speaker i didn't like for media there have different speaker other wise it a great choice
2587,5,"Pros
1. Big display
2. Big battery
3. Although it has 2GB RAM, works smoothly.
4. TPU case and screen protector are provided in the box.
5. Finger print scanner in this price range.

Cons
1. Camera quality is very low, 13 MP camera does not capture good photos in this phone.
2. Screen protector is not applied by the company, you have to apply that. I faced some difficulties finding out the smooth surface of the screen protector."
2588,3,The camera quality is so bad . Even in good light it can't capture a good picture. The battery backup is good. I liked it overall but it would be a good phone in 7k range if they had made its camera a bit better.
2589,4,"⚙️ Positives ⚙️
✔ Camera is good even at indoor light..
✔ Display is HD+ not FullHD but not bad.
✔ Battery(6000mah) lasts 2 days if you use normally.
✔ Strong back cover/case is provided.
✔ Charging time almost 2.5-hrs for 0% to 100%..
✔ Big screen, almost 6.8 inch..
✔ Sound is good but can be better..
✔ Screen-protector is provided in box.
✔ Light weight.

⚙️Negatives⚙️
✖ 2GB RAM.
✖ Night photography is not good, have noises.
✖ No ""Auto call Recording"", there is google dialer.
✖ Packing ..."
2590,5,The mobile is very good in low budget. But It would have been better if the RAM was 3GB.I really liked this mobile. But you like it.You can buy it once.
2591,5,"Nice phone its battery is osm, but camera is quite low in camera when you will click photo in day tym tha tym camera is best but in low loght it is quite bad..but allover I love this phone,in this phone we can play smooth PUBG and pubg play very faster, its ts built quality and performance is best i am happy with this product."
2592,5,"Phone is better 9/10
Camera is not good 3/10
Battery backup is good 9/10
Display is good 7/10
Network is awesome7/10"
2593,5,"This phone is wonderful phone
I am so impressive and this phone
Battery 🔋 bacapup is so power full nice phone 📱"
2594,5,Infinix smart 5 very nice mobile hot sexy beautiful
2595,5,"The battery backup is so good than other devices the gaming experience of free fire is also good,I was so happy by infinix to create a such product in low cost and thanks to Flipkart also for providing this smartphone in perticular price."
2596,5,What a smart phone really impressive in that price range i am too much happy by that product all specifications a really good at this prize range all things good but 1 things i didn't like but it's ok that the system of speaker i didn't like for media there have different speaker other wise it a great choice
2597,5,"Pros
1. Big display
2. Big battery
3. Although it has 2GB RAM, works smoothly.
4. TPU case and screen protector are provided in the box.
5. Finger print scanner in this price range.

Cons
1. Camera quality is very low, 13 MP camera does not capture good photos in this phone.
2. Screen protector is not applied by the company, you have to apply that. I faced some difficulties finding out the smooth surface of the screen protector."
2598,3,The camera quality is so bad . Even in good light it can't capture a good picture. The battery backup is good. I liked it overall but it would be a good phone in 7k range if they had made its camera a bit better.
2599,4,"⚙️ Positives ⚙️
✔ Camera is good even at indoor light..
✔ Display is HD+ not FullHD but not bad.
✔ Battery(6000mah) lasts 2 days if you use normally.
✔ Strong back cover/case is provided.
✔ Charging time almost 2.5-hrs for 0% to 100%..
✔ Big screen, almost 6.8 inch..
✔ Sound is good but can be better..
✔ Screen-protector is provided in box.
✔ Light weight.

⚙️Negatives⚙️
✖ 2GB RAM.
✖ Night photography is not good, have noises.
✖ No ""Auto call Recording"", there is google dialer.
✖ Packing ..."
2600,5,The mobile is very good in low budget. But It would have been better if the RAM was 3GB.I really liked this mobile. But you like it.You can buy it once.
2601,5,"Nice phone its battery is osm, but camera is quite low in camera when you will click photo in day tym tha tym camera is best but in low loght it is quite bad..but allover I love this phone,in this phone we can play smooth PUBG and pubg play very faster, its ts built quality and performance is best i am happy with this product."
2602,5,"Phone is better 9/10
Camera is not good 3/10
Battery backup is good 9/10
Display is good 7/10
Network is awesome7/10"
2603,5,"This phone is wonderful phone
I am so impressive and this phone
Battery 🔋 bacapup is so power full nice phone 📱"
2604,5,Infinix smart 5 very nice mobile hot sexy beautiful
2605,5,"The battery backup is so good than other devices the gaming experience of free fire is also good,I was so happy by infinix to create a such product in low cost and thanks to Flipkart also for providing this smartphone in perticular price."
2606,5,What a smart phone really impressive in that price range i am too much happy by that product all specifications a really good at this prize range all things good but 1 things i didn't like but it's ok that the system of speaker i didn't like for media there have different speaker other wise it a great choice
2607,5,"Pros
1. Big display
2. Big battery
3. Although it has 2GB RAM, works smoothly.
4. TPU case and screen protector are provided in the box.
5. Finger print scanner in this price range.

Cons
1. Camera quality is very low, 13 MP camera does not capture good photos in this phone.
2. Screen protector is not applied by the company, you have to apply that. I faced some difficulties finding out the smooth surface of the screen protector."
2608,3,The camera quality is so bad . Even in good light it can't capture a good picture. The battery backup is good. I liked it overall but it would be a good phone in 7k range if they had made its camera a bit better.
2609,5,"This is My 2nd Phone as I use my iPhone for emails & other stuff, but if you are looking for best quality, rough Handling, strong battery life & Light weight phone this is the phone for you.
Very nice phone with bright display & nice basic key pad
Thank you Samsung"
2610,5,"This is the best phone for calls and messages stuff. The phone looks premium for the price. To get your mind free from outside world and if you wish to talk to long lost friends buy this phone. Trust me, you will be more social if you have this phone. Your unwanted browsing time and unwanted app searches will be considerably reduced and you will spend more time for the essential things.

You can always play sudoku, much better mind game than candy crush and clash of clans and pubg. You can a..."
2611,5,"Pros : Robust, Very long battery backup, Cheapest out there. Torch light.
Cons: No.

If you want a phone just for calling and texting, this is the one for you. You throw it battery pops out but that's it you put in the battery and it's like a new phone. I have been using this for 1 year now and this phone has worked like a charm. It's indeed Guru of all the phones in its range."
2612,5,I HAve a micromax funbook pro which not have sim slot for this i bought this product and it is nice and fast battry backup is superb 3 days easily and u should buy it........................................................................................
2613,5,"I am giving this review after 2wk of using this phone, Battery backup is super all over fully worth of singel penny. I am a student and I addicted by social network site and online gaming but at that time I meet with a Physicist and he told me for use this phone and and never use smart phone aprox 3mnth, believe me now I am spend much more time for my study purpose and and I feel more batter than my previous days. Thank You Flipkart Thank. you Samsung"
2614,5,"This Phone is best for Everyone.
The price is right and appropriate which accomodate at everyone's Choice for value of Money.And the phone colour also liked by everyone."
2615,5,"Awesome purchase! small,handy ,durable ,economical and above all it takes me to old memory lane.During my childhood when we used these phones with great charm. Although these tiny sets are replaced by modern Android one,but I truly believe that Old is gold."
